年度標籤,路線方向,路段,交流道,進出口,週六,週日,週2-4,平日
113年,國3北向路段,非主線資料,中興系統,進口,14182,15185,,11842.0
113年,國3北向路段,非主線資料,草屯,進口,7440,6562,,7449.0
113年,國3北向路段,非主線資料,霧峰系統,進口,18785,20889,,15030.0
113年,國3北向路段,非主線資料,霧峰,進口,14204,13219,,15534.0
113年,國3北向路段,非主線資料,中投,進口,8237,7157,,8380.0
113年,國3北向路段,非主線資料,烏日,進口,4038,2898,,6288.0
113年,國3北向路段,非主線資料,快官,進口,14087,13670,,13816.0
113年,國3北向路段,非主線資料,彰化系統,進口,21644,25577,,18849.0
113年,國3北向路段,非主線資料,和美,進口,5496,6253,,5795.0
113年,國3北向路段,非主線資料,龍井,進口,9867,9125,,10108.0
113年,國3北向路段,非主線資料,沙鹿,進口,8691,8141,,8747.0
113年,國3北向路段,非主線資料,清水服務區,進口,1001,1200,,733.0
113年,國3北向路段,非主線資料,中港系統,進口,17620,17910,,14843.0
113年,國3北向路段,非主線資料,大甲,進口,3242,3360,,2722.0
113年,國3北向路段,非主線資料,苑裡,進口,2969,3447,,2502.0
113年,國3北向路段,非主線資料,通霄,進口,3933,4404,,3494.0
113年,國3北向路段,非主線資料,西湖服務區,進口,193,218,,300.0
113年,國3北向路段,非主線資料,後龍,進口,4237,4216,,3904.0
113年,國3北向路段,非主線資料,大山,進口,3242,3356,,3172.0
113年,國3北向路段,非主線資料,竹南,進口,5157,4620,,5324.0
113年,國3北向路段,非主線資料,西濱,進口,7448,7515,,7408.0
113年,國3北向路段,非主線資料,香山,進口,8581,7275,,13662.0
113年,國3北向路段,非主線資料,茄苳,進口,10123,8266,,10030.0
113年,國3北向路段,非主線資料,新竹系統,進口,21415,23720,,17282.0
113年,國3北向路段,非主線資料,寶山,進口,3777,3400,,5375.0
113年,國3北向路段,非主線資料,竹林,進口,14647,13286,,11244.0
113年,國3北向路段,非主線資料,關西,進口,4067,4260,,3329.0
113年,國3北向路段,非主線資料,關西服務區,進口,1103,1453,,862.0
113年,國3北向路段,非主線資料,高原,進口,6862,6686,,6851.0
113年,國3北向路段,非主線資料,龍潭,進口,12816,11410,,13212.0
113年,國3北向路段,非主線資料,大溪,進口,27357,23461,,28216.0
113年,國3北向路段,非主線資料,鶯歌系統,進口,40114,35513,,41707.0
113年,國3北向路段,非主線資料,三鶯,進口,13135,12412,,12783.0
113年,國3北向路段,非主線資料,樹林,進口,15732,13814,,15777.0
113年,國3北向路段,非主線資料,土城,進口,13699,10693,,16266.0
113年,國3北向路段,非主線資料,中和,進口,19661,18068,,20326.0
113年,國3北向路段,非主線資料,安坑,進口,11186,8966,,11615.0
113年,國3北向路段,非主線資料,新店,進口,9392,8092,,10591.0
113年,國3北向路段,非主線資料,木柵,進口,14880,13222,,15954.0
113年,國3北向路段,非主線資料,南港系統,進口,19450,21551,,16585.0
113年,國3北向路段,非主線資料,南港,進口,5660,4871,,6814.0
113年,國3北向路段,非主線資料,新台五路,進口,7475,6503,,10428.0
113年,國3北向路段,非主線資料,汐止系統,進口,12872,10630,,10987.0
113年,國3北向路段,非主線資料,瑪東系統,進口,3228,2630,,4082.0
113年,國5北向路段,非主線資料,蘇澳,進口,9356,7283,,8920.0
113年,國5北向路段,非主線資料,羅東,進口,14245,11482,,12021.0
113年,國5北向路段,非主線資料,宜蘭(壯圍),進口,10934,9673,,9559.0
113年,國5北向路段,非主線資料,頭城,進口,10849,13336,,8083.0
113年,國5北向路段,非主線資料,坪林交控專用道,進口,2381,4186,,1748.0
113年,國5北向路段,非主線資料,石碇,進口,3712,4164,,3316.0
113年,國1高架北向路段,非主線資料,楊梅端,進口,39460,41198,,34979.0
113年,國1高架北向路段,非主線資料,中壢轉接道,進口,20080,18456,,18657.0
113年,國1高架北向路段,非主線資料,機場系統,進口,20416,20104,,21069.0
113年,國1高架北向路段,非主線資料,五股轉接道,進口,50704,45084,,51589.0
113年,國1高架北向路段,非主線資料,堤頂,進口,11209,8707,,12170.0
113年,國3甲西向路段,非主線資料,深坑端,進口,31070,29242,,33292.0
113年,國3甲西向路段,非主線資料,萬芳,進口,7144,5970,,7030.0
113年,國2西向路段,非主線資料,鶯歌系統,進口,61954,58574,,64632.0
113年,國2西向路段,非主線資料,大湳,進口,19992,17692,,20919.0
113年,國2西向路段,非主線資料,南桃園,進口,35716,31042,,34793.0
113年,國2西向路段,非主線資料,機場系統,進口,48668,47174,,50693.0
113年,國2西向路段,非主線資料,大竹,進口,6638,5797,,8265.0
113年,國2西向路段,非主線資料,大園,進口,7641,7486,,8044.0
113年,國4西向路段,非主線資料,潭子系統,進口,37899,37065,,33436.0
113年,國4西向路段,非主線資料,潭子,進口,2655,2400,,2740.0
113年,國4西向路段,非主線資料,豐勢,進口,11191,12044,,10282.0
113年,國4西向路段,非主線資料,后豐,進口,9505,8391,,11022.0
113年,國4西向路段,非主線資料,台中系統,進口,17540,16035,,17418.0
113年,國4西向路段,非主線資料,神岡,進口,2936,2496,,3677.0
113年,國4西向路段,非主線資料,中港系統,進口,6148,5164,,5725.0
113年,國6西向路段,非主線資料,埔里端,進口,2492,3442,,2149.0
113年,國6西向路段,非主線資料,埔里,進口,5344,6594,,4127.0
113年,國6西向路段,非主線資料,愛蘭,進口,10501,13037,,7541.0
113年,國6西向路段,非主線資料,北山,進口,877,1446,,774.0
113年,國6西向路段,非主線資料,國姓,進口,3081,4126,,2304.0
113年,國6西向路段,非主線資料,東草屯,進口,4125,3734,,4181.0
113年,國6西向路段,非主線資料,舊正,進口,3266,2582,,3120.0
113年,國8西向路段,非主線資料,新化端,進口,8246,8410,,6791.0
113年,國8西向路段,非主線資料,新化系統,進口,18712,20890,,15993.0
113年,國8西向路段,非主線資料,新市,進口,10929,8839,,13358.0
113年,國8西向路段,非主線資料,台南系統,進口,15380,13321,,15047.0
113年,國10西向路段,非主線資料,旗山端,進口,14091,17580,,11085.0
113年,國10西向路段,非主線資料,里港,進口,5056,3796,,4606.0
113年,國10西向路段,非主線資料,嶺口,進口,5494,5559,,4769.0
113年,國10西向路段,非主線資料,燕巢系統,進口,22947,25555,,20338.0
113年,國10西向路段,非主線資料,燕巢,進口,5208,4302,,8092.0
113年,國10西向路段,非主線資料,仁武,進口,15372,12516,,17188.0
113年,國10西向路段,非主線資料,鼎金系統,進口,25712,25443,,26983.0
113年,國1南向路段,非主線資料,基隆,出口,7883,6606,,8359.0
113年,國1南向路段,非主線資料,五堵,出口,5030,4434,,6500.0
113年,國1南向路段,非主線資料,汐止&汐止系統,出口,38210,36297,,31258.0
113年,國1南向路段,非主線資料,內湖,出口,26430,23408,,25113.0
113年,國1南向路段,非主線資料,圓山,出口,14266,12251,,13147.0
113年,國1南向路段,非主線資料,台北,出口,33634,31040,,33555.0
113年,國1南向路段,非主線資料,三重,出口,19012,17440,,19302.0
113年,國1南向路段,非主線資料,五股,出口,19875,17126,,21018.0
113年,國1南向路段,非主線資料,高公局,出口,396,233,,654.0
113年,國1南向路段,非主線資料,林口,出口,45514,40366,,49092.0
113年,國1南向路段,非主線資料,桃園,出口,36103,31937,,38941.0
113年,國1南向路段,非主線資料,機場系統,出口,41012,36788,,41136.0
113年,國1南向路段,非主線資料,中壢服務區,出口,3232,2529,,4578.0
113年,國1南向路段,非主線資料,內壢,出口,27284,24761,,27283.0
113年,國1南向路段,非主線資料,中壢,出口,13676,12011,,13953.0
113年,國1南向路段,非主線資料,平鎮系統,出口,26677,23224,,26640.0
113年,國1南向路段,非主線資料,幼獅,出口,7906,6027,,10851.0
113年,國1南向路段,非主線資料,楊梅,出口,23032,19937,,24314.0
113年,國1南向路段,非主線資料,高架楊梅端,出口,27,31,,103.0
113年,國1南向路段,非主線資料,湖口,出口,10931,9698,,13267.0
113年,國1南向路段,非主線資料,竹北,出口,16347,16534,,17707.0
113年,國1南向路段,非主線資料,新竹,出口,27564,27956,,36000.0
113年,國1南向路段,非主線資料,新竹系統,出口,34603,27598,,35445.0
113年,國1南向路段,非主線資料,頭份,出口,15745,13372,,16705.0
113年,國1南向路段,非主線資料,頭屋,出口,6366,5291,,5209.0
113年,國1南向路段,非主線資料,苗栗,出口,5378,3870,,3417.0
113年,國1南向路段,非主線資料,銅鑼,出口,2246,1757,,2516.0
113年,國1南向路段,非主線資料,三義,出口,5162,4349,,4007.0
113年,國1南向路段,非主線資料,后里,出口,2896,2627,,1962.0
113年,國1南向路段,非主線資料,台中系統,出口,15479,13188,,10889.0
113年,國1南向路段,非主線資料,豐原,出口,9999,8945,,10780.0
113年,國1南向路段,非主線資料,大雅,出口,26716,23690,,22643.0
113年,國1南向路段,非主線資料,台中,出口,20664,18510,,20207.0
113年,國1南向路段,非主線資料,南屯,出口,15209,13465,,14231.0
113年,國1南向路段,非主線資料,王田,出口,9339,7642,,10635.0
113年,國1南向路段,非主線資料,彰化系統,出口,5031,3752,,5124.0
113年,國1南向路段,非主線資料,彰化,出口,23712,20980,,22060.0
113年,國1南向路段,非主線資料,埔鹽系統,出口,15707,13515,,15418.0
113年,國1南向路段,非主線資料,員林,出口,12802,11390,,12193.0
113年,國1南向路段,非主線資料,北斗,出口,11568,10984,,11252.0
113年,國1南向路段,非主線資料,西螺,出口,5536,4590,,4631.0
113年,國1南向路段,非主線資料,虎尾,出口,5087,4461,,4700.0
113年,國1南向路段,非主線資料,斗南,出口,6385,5080,,5144.0
113年,國1南向路段,非主線資料,雲林系統,出口,12634,10899,,9755.0
113年,國1南向路段,非主線資料,大林,出口,4242,3863,,3606.0
113年,國1南向路段,非主線資料,民雄,出口,7797,6946,,6140.0
113年,國1南向路段,非主線資料,嘉義,出口,12178,10005,,10204.0
113年,國1南向路段,非主線資料,水上,出口,3244,2865,,2884.0
113年,國1南向路段,非主線資料,嘉義系統,出口,9105,7978,,7761.0
113年,國1南向路段,非主線資料,新營服務區,出口,1993,1961,,1851.0
113年,國1南向路段,非主線資料,新營,出口,5465,4622,,4312.0
113年,國1南向路段,非主線資料,下營系統,出口,4866,5391,,3955.0
113年,國1南向路段,非主線資料,麻豆,出口,6401,6153,,5316.0
113年,國1南向路段,非主線資料,安定,出口,4120,4126,,5622.0
113年,國1南向路段,非主線資料,台南系統,出口,10403,8854,,9087.0
113年,國1南向路段,非主線資料,永康,出口,16832,16459,,14573.0
113年,國1南向路段,非主線資料,大灣,出口,16380,15090,,15342.0
113年,國1南向路段,非主線資料,仁德,出口,11714,10534,,11798.0
113年,國1南向路段,非主線資料,仁德系統,出口,19456,17827,,18658.0
113年,國1南向路段,非主線資料,路竹,出口,6259,5831,,5608.0
113年,國1南向路段,非主線資料,高科,出口,5966,4897,,9258.0
113年,國1南向路段,非主線資料,岡山,出口,6818,6178,,6997.0
113年,國1南向路段,非主線資料,楠梓,出口,16296,14485,,18409.0
113年,國1南向路段,非主線資料,鼎金系統,出口,27778,25136,,25424.0
113年,國1南向路段,非主線資料,高雄,出口,51194,48285,,46461.0
113年,國1南向路段,非主線資料,瑞隆路出口匝道,出口,13982,13350,,12480.0
113年,國1南向路段,非主線資料,五甲系統,出口,40237,35515,,36516.0
113年,國1南向路段,非主線資料,五甲,出口,5468,4282,,6309.0
113年,國1南向路段,非主線資料,漁港路,出口,35591,32914,,35668.0
113年,國1南向路段,非主線資料,高雄端,出口,5229,4691,,8384.0
113年,國3南向路段,非主線資料,瑪東系統,出口,3474,2728,,4162.0
113年,國3南向路段,非主線資料,汐止系統,出口,10451,11138,,11678.0
113年,國3南向路段,非主線資料,新台五路,出口,8616,7578,,11983.0
113年,國3南向路段,非主線資料,南港,出口,4636,4608,,6261.0
113年,國3南向路段,非主線資料,南港系統,出口,21296,18027,,16633.0
113年,國3南向路段,非主線資料,木柵,出口,17405,16230,,18656.0
113年,國3南向路段,非主線資料,新店,出口,10012,9352,,11496.0
113年,國3南向路段,非主線資料,安坑,出口,10266,9118,,11391.0
113年,國3南向路段,非主線資料,中和,出口,22194,20882,,22743.0
113年,國3南向路段,非主線資料,土城,出口,15167,12550,,18907.0
113年,國3南向路段,非主線資料,樹林,出口,14762,13021,,15607.0
113年,國3南向路段,非主線資料,三鶯,出口,14239,12915,,14184.0
113年,國3南向路段,非主線資料,鶯歌系統,出口,38584,35794,,40236.0
113年,國3南向路段,非主線資料,大溪,出口,25124,24879,,26191.0
113年,國3南向路段,非主線資料,龍潭,出口,12560,12496,,13812.0
113年,國3南向路段,非主線資料,高原,出口,6940,6396,,6814.0
113年,國3南向路段,非主線資料,關西服務區,出口,1099,1009,,840.0
113年,國3南向路段,非主線資料,關西,出口,4644,4217,,3595.0
113年,國3南向路段,非主線資料,竹林,出口,15162,14220,,12128.0
113年,國3南向路段,非主線資料,寶山,出口,3866,3680,,5910.0
113年,國3南向路段,非主線資料,新竹系統,出口,23761,18872,,18331.0
113年,國3南向路段,非主線資料,茄苳,出口,10247,9822,,11881.0
113年,國3南向路段,非主線資料,香山,出口,8226,7026,,13061.0
113年,國3南向路段,非主線資料,西濱,出口,7796,6376,,7459.0
113年,國3南向路段,非主線資料,竹南,出口,4821,3746,,4818.0
113年,國3南向路段,非主線資料,大山,出口,3419,2858,,3078.0
113年,國3南向路段,非主線資料,後龍,出口,4792,3744,,3952.0
113年,國3南向路段,非主線資料,西湖服務區,出口,248,204,,351.0
113年,國3南向路段,非主線資料,通霄,出口,4506,3281,,3406.0
113年,國3南向路段,非主線資料,苑裡,出口,3518,2786,,2648.0
113年,國3南向路段,非主線資料,大甲,出口,3765,3236,,2814.0
113年,國3南向路段,非主線資料,中港系統,出口,19043,17140,,15558.0
113年,國3南向路段,非主線資料,清水服務區,出口,1058,912,,803.0
113年,國3南向路段,非主線資料,沙鹿,出口,9567,8417,,8553.0
113年,國3南向路段,非主線資料,龍井,出口,9165,8184,,8897.0
113年,國3南向路段,非主線資料,和美,出口,6218,5116,,5817.0
113年,國3南向路段,非主線資料,彰化系統,出口,26026,21830,,21774.0
113年,國3南向路段,非主線資料,快官,出口,14113,12340,,12940.0
113年,國3南向路段,非主線資料,烏日,出口,4122,2932,,6402.0
113年,國3南向路段,非主線資料,中投,出口,7760,6087,,7851.0
113年,國3南向路段,非主線資料,霧峰,出口,13854,12300,,15424.0
113年,國3南向路段,非主線資料,霧峰系統,出口,20695,17450,,14686.0
113年,國3南向路段,非主線資料,草屯,出口,7098,6442,,7471.0
113年,國3南向路段,非主線資料,中興系統,出口,14331,13591,,11930.0
113年,國3南向路段,非主線資料,中興,出口,9200,8380,,10485.0
